"N","r","BF10","Emotion","ROI","Outcome","OutcomeType","version"
72,0.0230434657550603,0.276360637936023,"sadness","Right DLPFC","Q2","Survey","V1_pooled"
68,0.00725364534506394,0.276268575292766,"anger","Right FPC","Q2","Survey","V1_pooled"
70,0.0179447354219091,0.275412144419283,"disgust","Left DLPFC","Number_of_fixations","ET","V1_pooled"
70,-0.0187830778702385,0.275311614216587,"sadness","Left FPC","Q1","Survey","V1_pooled"
70,0.014885543219197,0.275271641647119,"sadness","Left FPC","Q_mean","Survey","V1_pooled"
73,0.0263543035809471,0.274878479278766,"sadness","Left OFC","Q2","Survey","V1_pooled"
73,0.0295342508953971,0.274878479278766,"sadness","Right OFC","Q2","Survey","V1_pooled"
70,0.0109483630619234,0.274711469249165,"joy","Left DLPFC","Average_pupil_diameter","ET","V1_pooled"
70,-0.0193069757172285,0.274402306843929,"sadness","Left FPC","Q2","Survey","V1_pooled"
71,-0.0159592000489067,0.274375316510497,"joy","Left VLPFC","Q4","Survey","V1_pooled"
70,0.0137163709573815,0.274265032904272,"disgust","Left DLPFC","Q2","Survey","V1_pooled"
73,-0.0292554705054247,0.273887403597188,"joy","Left OFC","Q4","Survey","V1_pooled"
73,-0.0241384262698583,0.273887403597188,"joy","Right OFC","Q4","Survey","V1_pooled"
70,-0.0133500151106852,0.273884619135358,"fear","Left DLPFC","Total_duration_of_fixations","ET","V1_pooled"
70,0.00973459331007629,0.273333844550438,"fear","Left DLPFC","Average_pupil_diameter","ET","V1_pooled"
72,0.0189861613283548,0.273301134805762,"sadness","Right DLPFC","Number_of_fixations","ET","V1_pooled"
71,-0.0182565469079814,0.273001990317086,"disgust","Left VLPFC","Q3","Survey","V1_pooled"
70,-0.00926748944235688,0.272687896763837,"sadness","Left FPC","Number_of_fixations","ET","V1_pooled"
71,-0.0153623395817279,0.272641321963833,"joy","Left VLPFC","Q2","Survey","V1_pooled"
70,0.00516740005666278,0.272617049894505,"fear","Left DLPFC","Q3","Survey","V1_pooled"
71,-0.0136843641539016,0.272511261596053,"disgust","Left VLPFC","Average_duration_of_fixations","ET","V1_pooled"
70,0.00374085025472819,0.272328487838671,"joy","Left FPC","Q4","Survey","V1_pooled"
72,-0.0132021809545126,0.271283246662652,"joy","Right DLPFC","Q4","Survey","V1_pooled"
73,-0.0181196300455682,0.271156180200768,"joy","Left OFC","Average_pupil_diameter","ET","V1_pooled"
73,-0.018699288360044,0.271156180200768,"joy","Right OFC","Average_pupil_diameter","ET","V1_pooled"
71,0.00878319288889559,0.271030155572052,"fear","Left VLPFC","Average_duration_of_fixations","ET","V1_pooled"
73,-0.0188645365657648,0.270910478910416,"joy","Left OFC","Q_mean","Survey","V1_pooled"
73,-0.0145038812104669,0.270910478910416,"joy","Right OFC","Q_mean","Survey","V1_pooled"
73,-0.0184461479338373,0.270410333287863,"fear","Left OFC","Average_pupil_diameter","ET","V1_pooled"
73,-0.0185350151883481,0.270410333287863,"fear","Right OFC","Average_pupil_diameter","ET","V1_pooled"
72,-0.00929661435143386,0.270050049635639,"fear","Right DLPFC","Q_mean","Survey","V1_pooled"
73,-0.0165011365899252,0.269717998883191,"anger","Left OFC","Q1","Survey","V1_pooled"
73,-0.0182463091082973,0.269717998883191,"anger","Right OFC","Q1","Survey","V1_pooled"
72,-0.0103708499542324,0.268931819547815,"disgust","Right DLPFC","Average_duration_of_fixations","ET","V1_pooled"
73,-0.00935614118243802,0.267316927947272,"joy","Left OFC","Q1","Survey","V1_pooled"
73,-0.0064965114869884,0.267316927947272,"joy","Right OFC","Q1","Survey","V1_pooled"
73,-0.00411067626043031,0.267015256627591,"fear","Left OFC","Q3","Survey","V1_pooled"
73,-0.000994025506640911,0.267015256627591,"fear","Right OFC","Q3","Survey","V1_pooled"
