"N","r","BF10","Emotion","ROI","Outcome","OutcomeType","version"
20,0.0245658682713787,0.478557659345121,"joy","Right DLPFC","Q4","Survey","V2_ptagg"
20,0.0215517881065762,0.478134350402136,"anger","Left FPC","Q_mean","Survey","V2_ptagg"
20,0.0216610546690684,0.477847474502713,"disgust","Right DLPFC","Average_duration_of_fixations","ET","V2_ptagg"
20,0.0161334159391311,0.476252512667282,"fear","Right FPC","Number_of_fixations","ET","V2_ptagg"
20,-0.0149979709914635,0.476185397596398,"disgust","Left VLPFC","Average_duration_of_fixations","ET","V2_ptagg"
20,-0.0108998606020627,0.476068519609888,"fear","Left VLPFC","Total_duration_of_fixations","ET","V2_ptagg"
20,0.0198636187263803,0.475913196794756,"fear","Right DLPFC","Q_mean","Survey","V2_ptagg"
20,0.00249478283404547,0.475650966409442,"joy","Right DLPFC","Q3","Survey","V2_ptagg"
20,-0.000484364610667255,0.475539173012238,"fear","Right DLPFC","Q4","Survey","V2_ptagg"
20,0.017032196545966,0.475524110644235,"fear","Left VLPFC","Average_duration_of_fixations","ET","V2_ptagg"
20,-0.00189399727332677,0.475488007544378,"fear","Right DLPFC","Average_pupil_diameter","ET","V2_ptagg"
20,0.0167937114094008,0.475363566575039,"sadness","Right DLPFC","Average_duration_of_fixations","ET","V2_ptagg"
20,0.00214642225277981,0.475072181792665,"joy","Left FPC","Q4","Survey","V2_ptagg"
20,-0.00107836283153324,0.474974307668764,"anger","Right FPC","Number_of_fixations","ET","V2_ptagg"
20,0.0135736789117009,0.474958410968135,"disgust","Right FPC","Average_duration_of_fixations","ET","V2_ptagg"
20,-0.00981507537793269,0.474864146716186,"disgust","Right DLPFC","Q1","Survey","V2_ptagg"
20,0.00625048643058362,0.474770053299255,"anger","Left FPC","Q2","Survey","V2_ptagg"
20,-0.007742048819974,0.474769033099942,"fear","Left VLPFC","Number_of_fixations","ET","V2_ptagg"
